Waiting for Blazegraph to finish starting up...
2024-10-28 09:35:17.175:INFO::main: Logging initialized @1962ms to org.eclipse.jetty.util.log.StdErrLog
2024-10-28 09:35:18.253:WARN:oejx.XmlConfiguration:main: Property 'jetty.port' is deprecated, use 'jetty.http.port' instead
2024-10-28 09:35:21.491:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.ObjectFactory1D scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/ObjectFactory1D.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/ObjectFactory1D.class
2024-10-28 09:35:21.542:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.ObjectFactory2D scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/ObjectFactory2D.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/ObjectFactory2D.class
2024-10-28 09:35:21.543:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.ObjectFactory3D scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/ObjectFactory3D.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/ObjectFactory3D.class
2024-10-28 09:35:21.545:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.ObjectMatrix1D scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/ObjectMatrix1D.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/ObjectMatrix1D.class
2024-10-28 09:35:21.545:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.ObjectMatrix1DProcedure scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/ObjectMatrix1DProcedure.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/ObjectMatrix1DProcedure.class
2024-10-28 09:35:21.491:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.AbstractIntObjectMap$6 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractIntObjectMap$6.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractIntObjectMap$6.class
2024-10-28 09:35:21.547:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.AbstractIntObjectMap$7 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractIntObjectMap$7.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractIntObjectMap$7.class
2024-10-28 09:35:21.548:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.AbstractIntObjectMap$8 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractIntObjectMap$8.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractIntObjectMap$8.class
2024-10-28 09:35:21.549:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.AbstractIntObjectMap$9 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractIntObjectMap$9.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractIntObjectMap$9.class
2024-10-28 09:35:21.550:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.AbstractIntObjectMap scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractIntObjectMap.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractIntObjectMap.class
2024-10-28 09:35:21.551:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.AbstractLongObjectMap$1 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$1.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$1.class
2024-10-28 09:35:21.551:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.ObjectMatrix2D scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/ObjectMatrix2D.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/ObjectMatrix2D.class
2024-10-28 09:35:21.552:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.AbstractLongObjectMap$10 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$10.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$10.class
2024-10-28 09:35:21.553:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.AbstractLongObjectMap$11 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$11.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$11.class
2024-10-28 09:35:21.554:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.AbstractLongObjectMap$2 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$2.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$2.class
2024-10-28 09:35:21.553:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.ObjectMatrix2DProcedure scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/ObjectMatrix2DProcedure.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/ObjectMatrix2DProcedure.class
2024-10-28 09:35:21.555:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.AbstractLongObjectMap$3 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$3.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$3.class
2024-10-28 09:35:21.555:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.ObjectMatrix3D scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/ObjectMatrix3D.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/ObjectMatrix3D.class
2024-10-28 09:35:21.556:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.AbstractLongObjectMap$4 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$4.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$4.class
2024-10-28 09:35:21.557:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.ObjectMatrix3DProcedure scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/ObjectMatrix3DProcedure.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/ObjectMatrix3DProcedure.class
2024-10-28 09:35:21.558:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.bench.BenchmarkKernel scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/bench/BenchmarkKernel.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/bench/BenchmarkKernel.class
2024-10-28 09:35:21.558:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.AbstractLongObjectMap$5 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$5.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$5.class
2024-10-28 09:35:21.559:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.AbstractLongObjectMap$6 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$6.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$6.class
2024-10-28 09:35:21.558:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.bench.BenchmarkMatrix$1 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/bench/BenchmarkMatrix$1.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/bench/BenchmarkMatrix$1.class
2024-10-28 09:35:21.559:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.bench.BenchmarkMatrix$10 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/bench/BenchmarkMatrix$10.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/bench/BenchmarkMatrix$10.class
2024-10-28 09:35:21.560:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.bench.BenchmarkMatrix$11 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/bench/BenchmarkMatrix$11.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/bench/BenchmarkMatrix$11.class
2024-10-28 09:35:21.560:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.bench.BenchmarkMatrix$12 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/bench/BenchmarkMatrix$12.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/bench/BenchmarkMatrix$12.class
2024-10-28 09:35:21.560:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.bench.BenchmarkMatrix$13 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/bench/BenchmarkMatrix$13.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/bench/BenchmarkMatrix$13.class
2024-10-28 09:35:21.559:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.AbstractLongObjectMap$7 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$7.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$7.class
2024-10-28 09:35:21.561:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.AbstractLongObjectMap$8 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$8.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$8.class
2024-10-28 09:35:21.561:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.AbstractLongObjectMap$9 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$9.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap$9.class
2024-10-28 09:35:21.561:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.AbstractLongObjectMap scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractLongObjectMap.class
2024-10-28 09:35:21.561:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.bench.BenchmarkMatrix$14 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/bench/BenchmarkMatrix$14.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/bench/BenchmarkMatrix$14.class
2024-10-28 09:35:21.562:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.bench.BenchmarkMatrix$15 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/bench/BenchmarkMatrix$15.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/bench/BenchmarkMatrix$15.class
2024-10-28 09:35:21.562:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.bench.BenchmarkMatrix$16 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/bench/BenchmarkMatrix$16.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/bench/BenchmarkMatrix$16.class
2024-10-28 09:35:21.563:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.bench.BenchmarkMatrix$17 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/bench/BenchmarkMatrix$17.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/bench/BenchmarkMatrix$17.class
2024-10-28 09:35:21.563:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.bench.BenchmarkMatrix$18 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/bench/BenchmarkMatrix$18.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/bench/BenchmarkMatrix$18.class
2024-10-28 09:35:21.563:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.bench.BenchmarkMatrix$19 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/bench/BenchmarkMatrix$19.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/bench/BenchmarkMatrix$19.class
2024-10-28 09:35:21.564:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.bench.BenchmarkMatrix$2 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/bench/BenchmarkMatrix$2.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/bench/BenchmarkMatrix$2.class
2024-10-28 09:35:21.564:WARN:oeja.AnnotationParser:qtp692342133-12: cern.colt.matrix.bench.BenchmarkMatrix$20 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/matrix/bench/BenchmarkMatrix$20.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/colt/matrix/bench/BenchmarkMatrix$20.class
2024-10-28 09:35:21.563:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.AbstractMap scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractMap.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/AbstractMap.class
2024-10-28 09:35:21.565:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.Benchmark scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/Benchmark.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/Benchmark.class
2024-10-28 09:35:21.566:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.HashFunctions scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/HashFunctions.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/HashFunctions.class
2024-10-28 09:35:21.566:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.OpenDoubleIntHashMap scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/OpenDoubleIntHashMap.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/OpenDoubleIntHashMap.class
2024-10-28 09:35:21.566:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.OpenIntDoubleHashMap scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/OpenIntDoubleHashMap.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/OpenIntDoubleHashMap.class
2024-10-28 09:35:21.567:WARN:oeja.AnnotationParser:qtp692342133-11: cern.colt.map.OpenIntIntHashMap scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/colt/map/OpenIntIntHashMap.class, jar:file:///tmp/jetty-0.0.0.0-8000-bigdata.war-_bigdata-any-2071999745867119209.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/colt/map/OpenIntIntHashMap.class
